text
"A 2D subsurface model presenting an uniform layering pattern presenting high frequency, low amplitude and high noise."
"A 2D section characterized by a parallel-bedded strata presenting low amplitude, high frequency and high noise."
"A slice exhibiting laterally uniform bedding presenting low amplitude, high frequency and high noise."
"A subsurface representation presenting a planar geometry of high noise, low amplitude and high frequency."
Seismic section of a divergent bedform geometry.
A seismic image containing diverging seismic pattern with.
A seismic image characterized by divergent foreset reflections of.
A section exhibiting a spreading stratigraphic unit.
A 2D seismic model characterized by flaring reflection geometry with.
A 2D subsurface model presenting a fanning reflection geometry with.
Seismic section characterized by a divergent bedform geometry.
"2D subsurface model presenting continuous horizontal reflections with high noise, high frequency and low amplitude."
"A low amplitude, high frequency and high noise subsurface representation of an horizontally layered sequence."
"A seismic image characterized by continuous horizontal reflections of high noise, low amplitude and high frequency."
"A high frequency, high noise and low amplitude subsurface model exhibiting a parallel-bedded strata."
"A section characterized by a parallel geometry presenting low amplitude, high noise and high frequency."
"A section containing continuous horizontal reflections presenting low amplitude, high noise and high frequency."
"2D subsurface model containing a tabular reflection pattern presenting low amplitude, high frequency and high noise."
A 2D seismic model characterized by a divergent bedform geometry.
2D subsurface model exhibiting a divergent bedform geometry of.
Slice featuring a spreading stratigraphic unit.
Slice characterized by chaotic reflections of low amplitude and high frequency.
A 2D seismic model of an undefined seismic structure presenting high frequency and low amplitude.
A slice containing internal structuraly disturbed reflexions with low amplitude and high frequency.
"A subsurface representation presenting progradational geometry presenting high frequency, low amplitude and low noise."
"2D section characterized by an oblique clinoform pattern presenting high frequency, low noise and low amplitude."
"Section featuring a clinoform of low noise, high frequency and low amplitude."
"A seismic image exhibiting a sigmoid presenting high frequency, low amplitude and low noise."
"Seismic section containing progradational geometry of low noise, low amplitude and high frequency."
"Section exhibiting progradational geometry of high frequency, low noise and low amplitude."
"Low noise, high frequency and low amplitude 2D subsurface model characterized by an oblique clinoform pattern."
"2D subsurface model with forward-prograding geometry of low amplitude, high frequency and low noise."
"2D subsurface model featuring forward-prograding geometry with low noise, low amplitude and high frequency."
"Slice of forward-prograding geometry presenting low noise, low amplitude and high frequency."
"A 2D subsurface model with a sigmoid presenting low amplitude, low noise and high frequency."
"Low amplitude, high frequency and low noise seismic section of a sigmoid."
"A slice characterized by progradational geometry with low amplitude, low noise and high frequency."
"Low amplitude, high frequency and low noise seismic model containing an oblique clinoform pattern."
"A 2D subsurface model containing a sigmoid with low noise, low amplitude and high frequency."
"Slice featuring a sigmoid presenting low noise, low amplitude and high frequency."
"Seismic section with a sigmoidal clinoform set of high frequency, low amplitude and low noise."
"Seismic model of a sigmoidal clinoform set presenting low amplitude, high frequency and low noise."
A subsurface representation featuring a chaotic pattern of low amplitude.
2D seismic model presenting chaotic reflections presenting low amplitude.
A low amplitude slice featuring a chaotic pattern.
A slice characterized by internal structuraly disturbed reflexions of low amplitude.
Subsurface representation featuring chaotic reflections of low amplitude.
High frequency and low amplitude seismic section exhibiting internal structuraly disturbed reflexions.
A high frequency and low amplitude seismic model containing a chaotic pattern.
A seismic section containing a chaotic pattern presenting high frequency and low amplitude.
"Seismic image containing a sigmoidal clinoform set of low noise, low amplitude and high frequency."
"Subsurface representation of a sigmoid of high frequency, low noise and low amplitude."
"Low noise, high frequency and low amplitude slice characterized by an oblique clinoform pattern."
"A 2D section containing a sigmoidal clinoform set of high frequency, low amplitude and low noise."
"A low noise, high frequency and low amplitude subsurface model with progradational geometry."
"Subsurface model characterized by a sigmoidal clinoform set of low amplitude, low noise and high frequency."
Low amplitude subsurface model with chaotic internal geometry.
2D subsurface model with a chaotic pattern with low amplitude.
A subsurface representation featuring an undefined seismic structure presenting low amplitude and high frequency.
Seismic section featuring internal structuraly disturbed reflexions presenting low amplitude and high frequency.
Seismic model containing a chaotic pattern of low amplitude and high frequency.
A seismic image containing internal structuraly disturbed reflexions with low amplitude and high frequency.
"A 2D subsurface model presenting a sigmoid of low amplitude, low noise and high frequency."
"A 2D seismic model characterized by progradational geometry of low amplitude, low noise and high frequency."
"Seismic image exhibiting a clinoform with low noise, high frequency and low amplitude."
"2D seismic model with forward-prograding geometry with low noise, high frequency and low amplitude."
"A 2D seismic model featuring a parallel-bedded strata of high frequency, high noise and low amplitude."
"A high frequency, low amplitude and high noise subsurface representation with a parallel-laminated unit."
"Subsurface model of a parallel-laminated unit with low amplitude, high noise and high frequency."
"A high frequency, high noise and low amplitude seismic model featuring laterally uniform bedding."
"A 2D subsurface model containing an horizontally layered sequence presenting high noise, high frequency and low amplitude."
"Seismic image characterized by a parallel-bedded strata with low amplitude, high frequency and high noise."
"A seismic image exhibiting a planar geometry of low amplitude, high noise and high frequency."
Slice with a divergent bedform geometry presenting.
Seismic image containing flaring reflection geometry presenting.
A 2D seismic model exhibiting thickening wedge pattern of.
A 2D seismic model containing a fanning reflection geometry.
"A seismic image characterized by a spreading stratigraphic unit with low noise, low amplitude and high frequency."
"Seismic section with diverging seismic pattern of low noise, low amplitude and high frequency."
"Seismic model containing thickening wedge pattern with low amplitude, high frequency and low noise."
"A seismic image of divergent foreset reflections presenting low noise, low amplitude and high frequency."
"A 2D seismic model characterized by differentially dipping reflectors of low noise, high frequency and low amplitude."
"A subsurface model exhibiting a divergent bedform geometry presenting low noise, high frequency and low amplitude."
"A seismic image with a divergent bedform geometry presenting low noise, high frequency and low amplitude."
A seismic section characterized by a chaotic pattern of low amplitude and high frequency.
A slice of a chaotic pattern of high frequency and low amplitude.
A seismic model exhibiting chaotic internal geometry with low amplitude and high frequency.
A seismic image featuring internal structuraly disturbed reflexions of low amplitude and high frequency.
High frequency and low amplitude 2D subsurface model exhibiting chaotic reflections.
A subsurface representation characterized by flaring reflection geometry of.
A seismic section characterized by thickening wedge pattern with.
2D seismic model of flaring reflection geometry.
Seismic model characterized by a fanning reflection geometry presenting.
A seismic image featuring diverging seismic pattern.
"A slice with progradational geometry presenting high frequency, low amplitude and low noise."
"A subsurface representation exhibiting forward-prograding geometry of low noise, high frequency and low amplitude."
"A high frequency, low noise and low amplitude 2D subsurface model characterized by an oblique clinoform pattern."
"2D seismic model exhibiting a sigmoidal clinoform set presenting low noise, high frequency and low amplitude."
"A low noise, low amplitude and high frequency seismic section presenting progradational geometry."
"A seismic section containing progradational geometry of low amplitude, low noise and high frequency."
"Slice exhibiting forward-prograding geometry presenting low amplitude, high frequency and low noise."
"Subsurface representation featuring a clinoform presenting low noise, low amplitude and high frequency."
"A low noise, high frequency and low amplitude 2D section characterized by a clinoform."
"A low amplitude, high frequency and low noise 2D section containing a clinoform."
"Subsurface model exhibiting an oblique clinoform pattern presenting low amplitude, high frequency and low noise."
"A section containing an oblique clinoform pattern with low amplitude, high frequency and low noise."
"A high frequency, low amplitude and low noise subsurface representation containing a clinoform."
"A 2D seismic model presenting an oblique clinoform pattern presenting low amplitude, low noise and high frequency."
"Section characterized by progradational geometry with high frequency, low noise and low amplitude."
"2D subsurface model containing an oblique clinoform pattern with high frequency, low noise and low amplitude."
"A 2D subsurface model featuring a clinoform with high frequency, low amplitude and low noise."
"A low amplitude, high frequency and low noise seismic model characterized by progradational geometry."
"2D seismic model of a clinoform with low amplitude, high frequency and low noise."
"Subsurface model featuring an oblique clinoform pattern of low amplitude, low noise and high frequency."
"A 2D seismic model with an oblique clinoform pattern of low noise, high frequency and low amplitude."
"A subsurface representation featuring forward-prograding geometry of low noise, low amplitude and high frequency."
"A seismic model with forward-prograding geometry of low amplitude, low noise and high frequency."
"High frequency, low amplitude and low noise 2D subsurface model containing progradational geometry."
"Slice containing laterally uniform bedding of low amplitude, high frequency and high noise."
"A subsurface representation containing an horizontally layered sequence of high frequency, high noise and low amplitude."
"A subsurface model of a tabular reflection pattern presenting high noise, low amplitude and high frequency."
"Slice with a parallel-bedded strata of high noise, low amplitude and high frequency."
"A 2D subsurface model characterized by a parallel-bedded strata with low amplitude, high noise and high frequency."
"High noise, high frequency and low amplitude subsurface model exhibiting a planar geometry."
"A 2D seismic model presenting a tabular reflection pattern of high noise, low amplitude and high frequency."
"A 2D subsurface model featuring a planar geometry of high noise, low amplitude and high frequency."
"2D subsurface model of a planar geometry with high noise, low amplitude and high frequency."
"A seismic section characterized by a parallel-bedded strata of low amplitude, high noise and high frequency."
"A high frequency, high noise and low amplitude 2D section characterized by an uniform layering pattern."
"High frequency, high noise and low amplitude subsurface representation presenting an horizontally layered sequence."
"Subsurface model presenting forward-prograding geometry presenting low amplitude, low noise and high frequency."
"A seismic model with forward-prograding geometry with low noise, low amplitude and high frequency."
Subsurface model characterized by flaring reflection geometry of.
Seismic image characterized by flaring reflection geometry of.
A 2D section of flaring reflection geometry presenting.
Slice characterized by a fanning reflection geometry.
A 2D seismic model featuring a spreading stratigraphic unit.
A seismic model characterized by a spreading stratigraphic unit of.
"Low noise, low amplitude and high frequency subsurface representation of a spreading stratigraphic unit."
"Seismic image presenting thickening wedge pattern with low amplitude, high frequency and low noise."
"Slice of a divergent bedform geometry with low noise, high frequency and low amplitude."
"2D section characterized by a divergent bedform geometry of low amplitude, high frequency and low noise."
"Section containing a fanning reflection geometry presenting low amplitude, low noise and high frequency."
"A seismic model featuring a spreading stratigraphic unit presenting high frequency, low amplitude and low noise."
"2D subsurface model with a divergent bedform geometry with low amplitude, low noise and high frequency."
"High frequency, low amplitude and low noise 2D seismic model with a spreading stratigraphic unit."
"A 2D subsurface model exhibiting diverging seismic pattern with low amplitude, high frequency and low noise."
"Slice characterized by a planar geometry of low amplitude, high frequency and high noise."
"A 2D subsurface model characterized by an uniform layering pattern of high noise, high frequency and low amplitude."
"A seismic section featuring a tabular reflection pattern with high frequency, low amplitude and high noise."
"A high frequency, high noise and low amplitude subsurface model characterized by a tabular reflection pattern."
"Subsurface representation with an horizontally layered sequence presenting high frequency, low amplitude and high noise."
"A subsurface representation of an uniform layering pattern presenting high noise, high frequency and low amplitude."
"A 2D section containing a sigmoid presenting low amplitude, high frequency and low noise."
"A high frequency, low noise and low amplitude seismic model exhibiting a sigmoid."
"Slice of a sigmoidal clinoform set of high frequency, low amplitude and low noise."
"A seismic image of progradational geometry of low amplitude, low noise and high frequency."
"Slice characterized by progradational geometry with low amplitude, low noise and high frequency."
"High frequency, low noise and low amplitude seismic image of an oblique clinoform pattern."
"A seismic model featuring a sigmoidal clinoform set presenting low noise, high frequency and low amplitude."
"A low noise, low amplitude and high frequency slice containing a clinoform."
"Subsurface representation presenting an oblique clinoform pattern with high frequency, low amplitude and low noise."
2D section containing thickening wedge pattern.
2D subsurface model containing a spreading stratigraphic unit.
Seismic image characterized by differentially dipping reflectors of.
A subsurface model with differentially dipping reflectors of.
2D seismic model featuring flaring reflection geometry of.
Section of a fanning reflection geometry of.
"A 2D subsurface model exhibiting a clinoform of high frequency, low noise and low amplitude."
"Subsurface model characterized by progradational geometry of low noise, high frequency and low amplitude."
"Section presenting progradational geometry presenting low amplitude, high frequency and low noise."
"A 2D subsurface model of a clinoform presenting low amplitude, low noise and high frequency."
"Low noise, low amplitude and high frequency seismic model with a sigmoid."
Subsurface model with an undefined seismic structure with high frequency and low amplitude.
Slice containing internal structuraly disturbed reflexions of low amplitude and high frequency.
2D subsurface model presenting internal structuraly disturbed reflexions of high frequency and low amplitude.
A 2D seismic model with undefined internal geometry with low amplitude and high frequency.
Seismic model characterized by divergent foreset reflections.
A subsurface model featuring a spreading stratigraphic unit presenting.
Slice characterized by divergent foreset reflections with.
A subsurface representation of a spreading stratigraphic unit.
A 2D seismic model characterized by flaring reflection geometry presenting.
A seismic model exhibiting flaring reflection geometry of.
Subsurface representation featuring an undefined seismic structure of low amplitude and high frequency.
Section exhibiting internal structuraly disturbed reflexions with low amplitude and high frequency.
Subsurface model characterized by a chaotic pattern presenting high frequency and low amplitude.
High frequency and low amplitude subsurface model presenting undefined internal geometry.
A seismic section containing chaotic reflections with high frequency and low amplitude.
A 2D subsurface model with a chaotic pattern of low amplitude and high frequency.
"A seismic model containing laterally uniform bedding of high frequency, high noise and low amplitude."
"Subsurface model characterized by a parallel-laminated unit of low amplitude, high frequency and high noise."
"A seismic section characterized by continuous horizontal reflections with high noise, high frequency and low amplitude."
"A section containing diverging seismic pattern presenting low noise, low amplitude and high frequency."
"Subsurface representation with a spreading stratigraphic unit of low amplitude, low noise and high frequency."
"A seismic section characterized by divergent foreset reflections with high frequency, low amplitude and low noise."
"Slice featuring divergent foreset reflections of low amplitude, high frequency and low noise."
"Seismic section characterized by a clinoform with high frequency, low amplitude and low noise."
"A slice exhibiting a sigmoidal clinoform set presenting low noise, low amplitude and high frequency."
"Slice featuring an oblique clinoform pattern with high frequency, low noise and low amplitude."
2D seismic model characterized by a fanning reflection geometry presenting.
Seismic image of flaring reflection geometry with.
Subsurface representation characterized by differentially dipping reflectors presenting.
A slice characterized by a divergent bedform geometry of.
2D subsurface model with a spreading stratigraphic unit with.
2D seismic model presenting a fanning reflection geometry of.
2D section presenting a fanning reflection geometry.
A 2D seismic model containing a fanning reflection geometry.
Slice with divergent foreset reflections presenting.
Seismic model presenting a spreading stratigraphic unit of.
Seismic image exhibiting a fanning reflection geometry with.
A 2D subsurface model with differentially dipping reflectors with.
A low amplitude and high frequency 2D seismic model presenting internal structuraly disturbed reflexions.
High frequency and low amplitude seismic model presenting a chaotic pattern.
Low amplitude and high frequency subsurface model presenting internal structuraly disturbed reflexions.
A high frequency and low amplitude 2D section with chaotic reflections.
A low amplitude and high frequency section exhibiting internal structuraly disturbed reflexions.
Subsurface model of chaotic internal geometry of high frequency and low amplitude.
"A high frequency, low amplitude and low noise seismic image containing an oblique clinoform pattern."
"Low noise, low amplitude and high frequency seismic section characterized by progradational geometry."
"Low noise, high frequency and low amplitude 2D seismic model of a sigmoid."
"A 2D section of a sigmoidal clinoform set of low amplitude, low noise and high frequency."
"2D subsurface model with an horizontally layered sequence with high frequency, low amplitude and high noise."
"Subsurface model containing a tabular reflection pattern of high frequency, high noise and low amplitude."
"A 2D seismic model exhibiting a parallel-laminated unit of high noise, low amplitude and high frequency."
"Subsurface model presenting a planar geometry of low amplitude, high noise and high frequency."
Seismic section presenting a chaotic pattern of low amplitude and high frequency.
A low amplitude and high frequency section featuring undefined internal geometry.
High frequency and low amplitude slice featuring chaotic reflections.
A slice presenting chaotic reflections with high frequency and low amplitude.
"Low amplitude, high noise and high frequency seismic section with laterally uniform bedding."
"A section featuring a parallel geometry with low amplitude, high noise and high frequency."
"A seismic model with concordant seismic layering of low amplitude, high noise and high frequency."
Subsurface representation characterized by a divergent bedform geometry presenting.
A seismic model exhibiting a spreading stratigraphic unit.
A 2D subsurface model presenting differentially dipping reflectors with.
2D subsurface model presenting divergent foreset reflections.
Subsurface representation featuring undefined internal geometry presenting high frequency and low amplitude.
Seismic image with an undefined seismic structure with low amplitude and high frequency.
A 2D subsurface model with an undefined seismic structure with high frequency and low amplitude.
A high frequency and low amplitude 2D section containing undefined internal geometry.
High frequency and low amplitude 2D seismic model containing a chaotic pattern.
A low amplitude and high frequency seismic model exhibiting undefined internal geometry.
A subsurface model of chaotic reflections with low amplitude and high frequency.
"Slice characterized by a tabular reflection pattern presenting high frequency, low amplitude and high noise."
"High noise, low amplitude and high frequency seismic section characterized by a parallel-laminated unit."
"Seismic model containing a parallel geometry presenting low amplitude, high frequency and high noise."
"A subsurface representation of laterally uniform bedding with low amplitude, high frequency and high noise."
"Subsurface model of an uniform layering pattern presenting high noise, low amplitude and high frequency."
"High noise, low amplitude and high frequency seismic image presenting laterally uniform bedding."
"High frequency, low amplitude and high noise 2D section of laterally uniform bedding."
"Subsurface representation exhibiting progradational geometry of low amplitude, high frequency and low noise."
"High frequency, low amplitude and low noise subsurface model containing progradational geometry."
"2D section of a clinoform with high frequency, low amplitude and low noise."
"A 2D seismic model characterized by a sigmoid with low noise, high frequency and low amplitude."
"2D subsurface model of forward-prograding geometry of high frequency, low noise and low amplitude."
A seismic model exhibiting a fanning reflection geometry.
Subsurface model containing diverging seismic pattern presenting.
Seismic model of thickening wedge pattern with.
A 2D section of differentially dipping reflectors.
A slice of a spreading stratigraphic unit with.
A 2D subsurface model characterized by flaring reflection geometry.
Subsurface model of differentially dipping reflectors.
A 2D section characterized by flaring reflection geometry.
Seismic model with a divergent bedform geometry of.
Subsurface model containing diverging seismic pattern with.
Seismic image characterized by divergent foreset reflections of.
A subsurface model presenting diverging seismic pattern of.
A high frequency and low amplitude seismic section containing a chaotic pattern.
A slice characterized by chaotic reflections of low amplitude and high frequency.
A section with chaotic reflections of high frequency and low amplitude.
A seismic image featuring internal structuraly disturbed reflexions with low amplitude and high frequency.
Subsurface model with a chaotic pattern presenting high frequency and low amplitude.
Seismic image featuring chaotic reflections with high frequency and low amplitude.
A seismic model featuring a chaotic pattern presenting low amplitude and high frequency.
"A 2D seismic model characterized by forward-prograding geometry with low amplitude, low noise and high frequency."
"Section with a sigmoidal clinoform set with high frequency, low noise and low amplitude."
"A subsurface representation featuring a sigmoid with low amplitude, low noise and high frequency."
"Seismic image characterized by forward-prograding geometry presenting low noise, low amplitude and high frequency."
"2D seismic model exhibiting progradational geometry of low noise, low amplitude and high frequency."
"Seismic section with progradational geometry presenting low noise, high frequency and low amplitude."
"A seismic model of a clinoform with high frequency, low amplitude and low noise."
Low amplitude and high frequency 2D seismic model exhibiting internal structuraly disturbed reflexions.
A high frequency and low amplitude 2D subsurface model with a chaotic pattern.
Low amplitude and high frequency seismic model featuring chaotic reflections.
Low amplitude and high frequency 2D subsurface model presenting an undefined seismic structure.
A 2D section of internal structuraly disturbed reflexions presenting high frequency and low amplitude.
Seismic section exhibiting chaotic internal geometry of low amplitude and high frequency.
Section containing a fanning reflection geometry presenting.
A 2D subsurface model with a divergent bedform geometry presenting.
Seismic image with thickening wedge pattern with.
Seismic model of differentially dipping reflectors.
Subsurface model with a fanning reflection geometry.
A subsurface representation containing a spreading stratigraphic unit of.
"A high frequency, low amplitude and low noise subsurface model characterized by a sigmoid."
"Subsurface representation presenting a clinoform presenting low noise, low amplitude and high frequency."
"A high frequency, low amplitude and low noise seismic section containing a clinoform."
High frequency and low amplitude slice exhibiting internal structuraly disturbed reflexions.
Low amplitude and high frequency 2D section presenting an undefined seismic structure.
"2D subsurface model presenting an oblique clinoform pattern of low amplitude, low noise and high frequency."
"A 2D seismic model with an oblique clinoform pattern presenting high frequency, low amplitude and low noise."
"A low noise, high frequency and low amplitude seismic image characterized by a sigmoidal clinoform set."
"A low amplitude, low noise and high frequency seismic model exhibiting a sigmoidal clinoform set."
"Low noise, low amplitude and high frequency 2D subsurface model presenting an oblique clinoform pattern."
"Section characterized by a sigmoid with low amplitude, low noise and high frequency."
"A low amplitude, high frequency and low noise section characterized by forward-prograding geometry."
"Low amplitude, low noise and high frequency seismic model exhibiting a sigmoid."
"Low noise, low amplitude and high frequency seismic model presenting forward-prograding geometry."
"Subsurface representation of a sigmoidal clinoform set of low amplitude, low noise and high frequency."
"A 2D subsurface model with a sigmoidal clinoform set of low amplitude, low noise and high frequency."
"A 2D subsurface model with progradational geometry presenting low noise, high frequency and low amplitude."
"A section presenting a sigmoid of low noise, high frequency and low amplitude."
"High frequency, low noise and low amplitude slice of a sigmoidal clinoform set."
A low amplitude and high frequency seismic image characterized by undefined internal geometry.
Seismic section characterized by undefined internal geometry presenting high frequency and low amplitude.
A seismic model of undefined internal geometry with low amplitude and high frequency.
Low amplitude and high frequency seismic model of chaotic internal geometry.
A slice exhibiting internal structuraly disturbed reflexions presenting low amplitude and high frequency.
Seismic model with a chaotic pattern presenting low amplitude and high frequency.
"A seismic section exhibiting an oblique clinoform pattern with low amplitude, low noise and high frequency."
"A 2D section with progradational geometry with low amplitude, low noise and high frequency."
"A 2D subsurface model containing a clinoform with high frequency, low noise and low amplitude."
"A low noise, high frequency and low amplitude seismic image featuring a sigmoidal clinoform set."
"A 2D seismic model presenting concordant seismic layering with high noise, low amplitude and high frequency."
"Seismic image exhibiting laterally uniform bedding presenting high frequency, low amplitude and high noise."
"Seismic model with an uniform layering pattern of high noise, low amplitude and high frequency."
"A slice containing a tabular reflection pattern presenting high noise, high frequency and low amplitude."
"Seismic section characterized by laterally uniform bedding presenting high noise, high frequency and low amplitude."
"A subsurface model presenting an horizontally layered sequence with low amplitude, high frequency and high noise."
"Subsurface representation with a tabular reflection pattern of high frequency, high noise and low amplitude."
"2D seismic model exhibiting a parallel-bedded strata of low amplitude, high frequency and high noise."
"A 2D section containing continuous horizontal reflections presenting low amplitude, high noise and high frequency."
"A subsurface model featuring a sigmoid of high frequency, low noise and low amplitude."
"A subsurface representation with a clinoform of low noise, low amplitude and high frequency."
"A seismic image exhibiting an oblique clinoform pattern of high frequency, low noise and low amplitude."
"Low amplitude, low noise and high frequency seismic image with a sigmoidal clinoform set."
"A 2D section containing an oblique clinoform pattern of high frequency, low amplitude and low noise."
"Slice presenting a sigmoidal clinoform set of low noise, low amplitude and high frequency."
"A seismic image of forward-prograding geometry presenting low amplitude, low noise and high frequency."
"Low noise, high frequency and low amplitude section characterized by a clinoform."
"A 2D seismic model characterized by a sigmoid of low noise, low amplitude and high frequency."
"2D seismic model with an oblique clinoform pattern with high frequency, low noise and low amplitude."
"Low amplitude, high frequency and low noise subsurface representation exhibiting a sigmoid."
"A seismic model exhibiting a sigmoidal clinoform set presenting high frequency, low noise and low amplitude."
"A subsurface representation containing progradational geometry presenting low noise, low amplitude and high frequency."
"A high frequency, low amplitude and low noise section featuring progradational geometry."
"Low amplitude, high frequency and low noise seismic section presenting an oblique clinoform pattern."
"A 2D section containing forward-prograding geometry presenting low noise, high frequency and low amplitude."
"Seismic model featuring forward-prograding geometry presenting low noise, low amplitude and high frequency."
"A subsurface model of a sigmoidal clinoform set presenting high frequency, low amplitude and low noise."
"Subsurface representation presenting a divergent bedform geometry presenting low noise, low amplitude and high frequency."
"A high frequency, low noise and low amplitude 2D section presenting a spreading stratigraphic unit."
"2D section featuring thickening wedge pattern of low noise, high frequency and low amplitude."
"Slice containing diverging seismic pattern of high frequency, low noise and low amplitude."
Section characterized by chaotic internal geometry presenting low amplitude and high frequency.
A high frequency and low amplitude 2D subsurface model featuring a chaotic pattern.
Subsurface representation presenting chaotic internal geometry with low amplitude and high frequency.
A section with a chaotic pattern of low amplitude and high frequency.
High frequency and low amplitude seismic section exhibiting a chaotic pattern.
Slice containing chaotic internal geometry presenting high frequency and low amplitude.
Subsurface representation featuring flaring reflection geometry with.
A seismic section characterized by differentially dipping reflectors with.
2D subsurface model exhibiting thickening wedge pattern with.
A seismic section with a fanning reflection geometry presenting.
A seismic model presenting thickening wedge pattern of.
2D section exhibiting differentially dipping reflectors of.
"A 2D subsurface model featuring a parallel-laminated unit of high frequency, low amplitude and high noise."
"A subsurface representation featuring concordant seismic layering presenting low amplitude, high frequency and high noise."
"Section presenting laterally uniform bedding presenting high frequency, low amplitude and high noise."
"Subsurface representation with a parallel geometry of high noise, high frequency and low amplitude."
"High noise, high frequency and low amplitude 2D section presenting a parallel-bedded strata."
"A 2D section exhibiting a parallel-bedded strata with high frequency, low amplitude and high noise."
"A seismic section characterized by a tabular reflection pattern with low amplitude, high frequency and high noise."
"2D seismic model of a tabular reflection pattern with high noise, high frequency and low amplitude."
"A high frequency, low amplitude and high noise seismic model featuring a parallel geometry."
"Section featuring an horizontally layered sequence of high frequency, low amplitude and high noise."
"A high frequency, low amplitude and high noise seismic section characterized by continuous horizontal reflections."
"A seismic image featuring a tabular reflection pattern of high noise, low amplitude and high frequency."
"A high frequency, low amplitude and high noise 2D section of an horizontally layered sequence."
"A high noise, low amplitude and high frequency 2D subsurface model with a tabular reflection pattern."
"A section presenting a parallel geometry of high frequency, low amplitude and high noise."
"A low amplitude, low noise and high frequency seismic image characterized by an oblique clinoform pattern."
"2D subsurface model exhibiting a sigmoidal clinoform set of low noise, high frequency and low amplitude."
"A seismic image featuring forward-prograding geometry with low amplitude, high frequency and low noise."
A seismic section with a fanning reflection geometry presenting.
A slice presenting flaring reflection geometry.
A seismic section of a divergent bedform geometry with.
"A 2D subsurface model of a tabular reflection pattern of low amplitude, high frequency and high noise."
"Slice featuring a planar geometry of low amplitude, high frequency and high noise."
"Seismic section exhibiting an uniform layering pattern of high noise, high frequency and low amplitude."
"A seismic model of continuous horizontal reflections of high frequency, low amplitude and high noise."
"Seismic section of laterally uniform bedding presenting low amplitude, high frequency and high noise."
"2D subsurface model exhibiting an uniform layering pattern of high noise, low amplitude and high frequency."
"A slice characterized by an uniform layering pattern presenting high frequency, low amplitude and high noise."
"Section of a tabular reflection pattern of high noise, high frequency and low amplitude."
"A section containing a parallel-bedded strata presenting high frequency, low amplitude and high noise."
"Subsurface model presenting a parallel-laminated unit presenting high frequency, high noise and low amplitude."
"Seismic model presenting laterally uniform bedding of low amplitude, high frequency and high noise."
"High noise, low amplitude and high frequency subsurface representation containing continuous horizontal reflections."
"Seismic section characterized by continuous horizontal reflections of high noise, low amplitude and high frequency."
"A high frequency, low amplitude and high noise slice with a tabular reflection pattern."
A 2D section of divergent foreset reflections of.
2D subsurface model with a spreading stratigraphic unit presenting.
Section containing a spreading stratigraphic unit of.
A seismic model with a spreading stratigraphic unit presenting.
A subsurface model of thickening wedge pattern with.
2D seismic model characterized by flaring reflection geometry presenting.
Section exhibiting thickening wedge pattern presenting.
Subsurface representation of internal structuraly disturbed reflexions presenting low amplitude.
A subsurface representation presenting an undefined seismic structure of low amplitude.
Low amplitude subsurface model characterized by chaotic internal geometry.
Low amplitude section featuring chaotic reflections.
Low amplitude slice of chaotic reflections.
Subsurface model exhibiting diverging seismic pattern.
2D subsurface model presenting a spreading stratigraphic unit presenting.
A 2D seismic model characterized by a spreading stratigraphic unit.
Seismic image presenting divergent foreset reflections.
A slice containing differentially dipping reflectors of.
A 2D section exhibiting differentially dipping reflectors.
2D section with divergent foreset reflections with.
Seismic model characterized by a fanning reflection geometry presenting.
2D seismic model exhibiting divergent foreset reflections with.
Seismic image characterized by a fanning reflection geometry presenting.
A section of a divergent bedform geometry.
A subsurface model of a divergent bedform geometry presenting.
"A subsurface model containing forward-prograding geometry of low amplitude, low noise and high frequency."
"A 2D section of a sigmoidal clinoform set presenting high frequency, low noise and low amplitude."
"Seismic section characterized by progradational geometry with low amplitude, low noise and high frequency."
"Seismic image exhibiting an oblique clinoform pattern with high frequency, low noise and low amplitude."
"A seismic model presenting forward-prograding geometry of low noise, high frequency and low amplitude."
"A seismic section with forward-prograding geometry presenting low amplitude, low noise and high frequency."
"Seismic section with progradational geometry of high frequency, low noise and low amplitude."
"A seismic model exhibiting an oblique clinoform pattern with high frequency, low noise and low amplitude."
"A section characterized by forward-prograding geometry with high frequency, low noise and low amplitude."
"A 2D subsurface model of progradational geometry of low noise, high frequency and low amplitude."
Low amplitude and high frequency seismic model characterized by undefined internal geometry.
High frequency and low amplitude seismic section characterized by undefined internal geometry.
A seismic image characterized by undefined internal geometry presenting high frequency and low amplitude.
A 2D subsurface model exhibiting a chaotic pattern presenting high frequency and low amplitude.
A low amplitude and high frequency subsurface model characterized by chaotic reflections.
"Seismic image exhibiting a parallel-laminated unit presenting high noise, high frequency and low amplitude."
"2D section presenting continuous horizontal reflections presenting low amplitude, high frequency and high noise."
"A slice exhibiting a parallel geometry presenting high noise, low amplitude and high frequency."
"A subsurface model containing a spreading stratigraphic unit of high frequency, low noise and low amplitude."
"Seismic section containing a fanning reflection geometry with low noise, low amplitude and high frequency."
"A 2D seismic model characterized by a spreading stratigraphic unit of high frequency, low noise and low amplitude."
"A 2D seismic model featuring a divergent bedform geometry presenting low amplitude, high frequency and low noise."
"A subsurface model of a fanning reflection geometry with high frequency, low noise and low amplitude."
"A low noise, low amplitude and high frequency subsurface model featuring flaring reflection geometry."
"A section exhibiting divergent foreset reflections of low amplitude, low noise and high frequency."
